seed,objective,beta,sigma,gamma,d,alpha,success,iterations,function_evaluations
20260815,605.048881003205,0.07616353626040417,0.010022023505992378,0.05680581295281048,0.0003095189898615,0.9640110362133341,True,104,7875
20260816,610.3881736239362,0.41304698994650035,0.010115752361823799,0.28184876256236635,0.03652093781853852,0.9635474177364491,True,70,5325
20260817,606.2725348462528,0.08518692384928822,0.01015105922683146,0.05413928339718814,0.00935164956675464,0.9619756595044474,True,102,7725
20260818,609.570508572539,0.2780565412531828,0.010136907444797727,0.17386429630100408,0.038580142569509604,0.9622398765493891,True,73,5550
20260819,609.873789598516,0.3855713512937202,0.010037301419337202,0.2847809004948621,0.009994010480416442,0.9623532255827466,True,77,5850
