admissible_set_definition,n_solutions,R0_min,R0_Q1,R0_median,R0_Q3,R0_max,DFE_stable,DFE_unstable,DFE_ambiguous,dimensional_status,notes
"delta calibration RMSE <= 1% over the canonical primary-seed RMSE (practical-identifiability tolerance, pre-registered in IDENTIFIABILITY_AUDIT_REPORT.md Sec 5)",25,1.154172396476935,1.1682299916907075,1.1735237577017688,1.177004927313992,1.1892187917630623,0,25,0,REFERENCE_TIME_SCALING_RESOLVES_CONFLICT (docs/FRACTIONAL_DIMENSIONAL_CONSISTENCY.md),"R0 functional and DFE stability only; beta/gamma/d are NOT individually reported here (WEAK parameter identifiability, IDENTIFIABILITY_AUDIT_REPORT.md)."
