alpha_lower_bound,beta,sigma,gamma,d,alpha,calibration_rmse,validation_rmse,validation_mae,validation_bias
0.7,0.2680059628192074,0.010033722886937407,0.1946668080207966,0.010226000997774147,0.9622753935014063,609.7819847138222,1160.800901084086,990.6157585519735,-904.7955760988698
