n_solutions,median,mean,min,max,iqr_q1,iqr_q3,iqr,full_relative_range_pct,pearson_corr_deltaRMSEpct_vs_absR0dev_from_mean,band_le_0.1pct_n,band_le_0.1pct_R0_min,band_le_0.1pct_R0_max,band_le_0.5pct_n,band_le_0.5pct_R0_min,band_le_0.5pct_R0_max,band_le_1.0pct_n,band_le_1.0pct_R0_min,band_le_1.0pct_R0_max,band_le_2.0pct_n,band_le_2.0pct_R0_min,band_le_2.0pct_R0_max,band_le_5.0pct_n,band_le_5.0pct_R0_min,band_le_5.0pct_R0_max
33,1.1735237577017688,1.169184548164108,0.639310940867302,1.6148758715364961,1.1662298343725797,1.181569573378996,0.015339739006416275,83.43977280584645,0.8384969932737717,6,1.1756214159263434,1.1892187917630623,12,1.1684480900895393,1.1892187917630623,25,1.154172396476935,1.1892187917630623,25,1.154172396476935,1.1892187917630623,26,1.12275213475494,1.1892187917630623
