n_seeds,mean,median,std,cv,min,max,range,relative_range
5,1.1737955778451656,1.1717685090526178,0.007596576582691163,0.0064718054200177105,1.1633049457742273,1.1866875631775995,0.02338261740337222,0.019920519249440043
