band_pct_over_canonical,threshold_rmse,n_solutions,beta_min,beta_max,sigma_min,sigma_max,gamma_min,gamma_max,d_min,d_max,alpha_min,alpha_max,R0_diagnostic_min,R0_diagnostic_max
0.1,605.6539298842081,6,0.06954718263436376,0.07675058784887673,0.010005136017120803,0.010170085643090243,0.05152729847209822,0.05680581295281048,0.00025183246997092026,0.0038831107681681076,0.9615183340074045,0.964192227733089,1.1756214159263434,1.1892187917630623
0.5,608.074125408221,12,0.06954718263436376,0.13230795741687712,0.010005136017120803,0.010170085643090243,0.05152729847209822,0.09995324402234651,0.00025183246997092026,0.03337708771240275,0.9615183340074045,0.964192227733089,1.1684480900895393,1.1892187917630623
1.0,611.0993698132371,25,0.06954718263436376,0.41304698994650035,0.010005136017120803,0.010203687584396992,0.05152729847209822,0.29486310461900966,0.0001838075959446,0.038580142569509604,0.9608203785722262,0.9676099325920007,1.154172396476935,1.1892187917630623
2.0,617.1498586232691,25,0.06954718263436376,0.41304698994650035,0.010005136017120803,0.010203687584396992,0.05152729847209822,0.29486310461900966,0.0001838075959446,0.038580142569509604,0.9608203785722262,0.9676099325920007,1.154172396476935,1.1892187917630623
